01死亡人数,02重伤人数,04责任认定,05是否酒后驾驶,06是否吸毒后驾驶,07是否无证驾驶,08是否无牌驾驶,09是否不安全驾驶,10是否超载,11是否逃逸,12是否抢救伤者,13是否报警,14是否现场等待,15是否赔偿,16是否认罪,18是否初犯偶犯,判决结果
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2
0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2
2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2
1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2
0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2
0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
